situation_professionnelle,duree_emploie,revenu_mensuel,secteur_activite,type_contrat,score_professionnelle
etudiant,0.0,297913,education,stage,68
etudiant,1.0,327557,education,stage,78
independant,24.0,1977368,sante,cdi,90
retraite,37.0,480948,education,freelance,90
independant,17.0,3620463,education,stage,90
employe,28.0,1005880,informatique,temporaire,90
sans_emploi,,0,,,68
independant,32.0,1877314,sante,freelance,90
employe,36.0,1153189,commerce,freelance,90
employe,17.0,1155294,autres,cdd,90
independant,35.0,1477925,services,temporaire,90
retraite,26.0,619917,sante,freelance,78
independant,33.0,3659387,services,temporaire,90
retraite,27.0,685683,sante,freelance,83
retraite,27.0,881388,education,freelance,90
sans_emploi,,0,,,65
employe,7.0,1298769,autres,cdi,90
etudiant,1.0,215018,education,stage,79
retraite,30.0,620420,education,freelance,89
retraite,23.0,505815,education,freelance,74
independant,6.0,2435497,education,freelance,90
employe,38.0,2524120,services,cdi,90
employe,33.0,3723936,commerce,temporaire,90
employe,32.0,1863082,services,cdd,90
employe,7.0,1367093,commerce,temporaire,90
sans_emploi,,0,,,87
employe,19.0,2054286,commerce,freelance,90
etudiant,5.0,433035,education,stage,61
employe,28.0,2007069,sante,freelance,90
employe,31.0,1033247,autres,freelance,90
independant,5.0,1125901,agriculture,freelance,90
sans_emploi,,0,,,62
independant,8.0,3182256,informatique,freelance,90
sans_emploi,,0,,,78
independant,4.0,1602999,informatique,cdd,90
sans_emploi,,0,,,74
sans_emploi,,0,,,71
sans_emploi,,0,,,69
independant,23.0,3814172,commerce,stage,90
etudiant,5.0,281772,education,stage,89
employe,30.0,2494844,autres,stage,90
etudiant,3.0,287107,education,stage,90
sans_emploi,,0,,,82
sans_emploi,,0,,,67
etudiant,3.0,273494,education,stage,62
sans_emploi,,0,,,75
independant,36.0,3898970,sante,cdd,90
etudiant,0.0,301882,education,stage,61
etudiant,4.0,282833,education,stage,52
independant,2.0,3235535,commerce,stage,69
etudiant,3.0,320989,education,stage,73
retraite,39.0,463607,education,freelance,90
retraite,30.0,603128,sante,freelance,90
sans_emploi,,0,,,78
retraite,21.0,876588,sante,freelance,90
sans_emploi,,0,,,82
retraite,24.0,687241,education,freelance,76
sans_emploi,,0,,,90
independant,1.0,3112162,commerce,temporaire,79
employe,0.0,1178347,agriculture,stage,90
independant,33.0,3562159,agriculture,temporaire,90
employe,12.0,3392317,industrie,stage,90
etudiant,0.0,409313,education,stage,60
retraite,27.0,648722,sante,freelance,90
independant,21.0,1605397,commerce,freelance,67
etudiant,0.0,267685,education,stage,79
retraite,26.0,449322,education,freelance,90
etudiant,1.0,279526,education,stage,77
sans_emploi,,0,,,81
sans_emploi,,0,,,70
etudiant,0.0,379844,education,stage,49
employe,33.0,3501048,sante,cdi,90
employe,19.0,3191647,agriculture,cdi,90
retraite,21.0,522617,sante,freelance,90
independant,15.0,3591741,sante,cdi,90
independant,6.0,3689193,sante,cdd,88
etudiant,0.0,266381,education,stage,46
independant,31.0,1195128,services,stage,82
sans_emploi,,0,,,74
independant,15.0,3690711,autres,cdd,83
etudiant,1.0,269818,education,stage,64
sans_emploi,,0,,,64
employe,35.0,1360122,education,cdi,90
independant,3.0,2017169,autres,stage,64
independant,17.0,1860114,agriculture,freelance,90
independant,3.0,1418772,industrie,cdd,90
etudiant,3.0,211167,education,stage,69
etudiant,2.0,335649,education,stage,75
sans_emploi,,0,,,71
etudiant,4.0,370779,education,stage,66
employe,22.0,3184346,industrie,cdi,90
independant,4.0,1913849,autres,cdi,90
etudiant,2.0,217470,education,stage,72
retraite,35.0,845324,sante,freelance,90
retraite,38.0,870837,sante,freelance,86
retraite,26.0,972092,education,freelance,90
sans_emploi,,0,,,74
employe,13.0,1933180,autres,stage,90
retraite,33.0,734725,sante,freelance,90
independant,26.0,3844435,agriculture,cdd,90
sans_emploi,,0,,,90
employe,2.0,1944944,informatique,cdd,90
independant,39.0,3943128,sante,temporaire,90
sans_emploi,,0,,,54
independant,39.0,1955992,education,cdi,90
etudiant,3.0,372729,education,stage,71
sans_emploi,,0,,,68
independant,17.0,1966786,education,cdd,90
sans_emploi,,0,,,84
employe,26.0,2119097,informatique,stage,90
etudiant,1.0,278242,education,stage,77
etudiant,0.0,464636,education,stage,59
retraite,30.0,535810,sante,freelance,90
etudiant,2.0,245508,education,stage,64
employe,8.0,1391411,sante,temporaire,90
sans_emploi,,0,,,90
retraite,26.0,558286,education,freelance,90
etudiant,0.0,394564,education,stage,72
employe,0.0,1990521,agriculture,cdi,90
retraite,21.0,847066,sante,freelance,70
employe,27.0,2284898,informatique,cdi,90
independant,2.0,1172104,autres,cdi,90
sans_emploi,,0,,,73
retraite,26.0,779703,sante,freelance,90
employe,17.0,2830621,sante,cdd,90
employe,32.0,3407341,autres,cdd,90
employe,30.0,2746782,industrie,freelance,90
employe,10.0,3653264,informatique,stage,90
retraite,34.0,611934,education,freelance,90
employe,24.0,2536826,education,stage,90
independant,5.0,3199958,informatique,cdd,90
employe,31.0,2017715,commerce,temporaire,90
etudiant,4.0,462778,education,stage,61
etudiant,5.0,457909,education,stage,55
retraite,34.0,744593,education,freelance,90
sans_emploi,,0,,,85
independant,14.0,2895281,informatique,cdi,90
sans_emploi,,0,,,79
etudiant,2.0,454941,education,stage,80
sans_emploi,,0,,,90
employe,8.0,3565850,services,stage,90
retraite,38.0,534649,education,freelance,90
sans_emploi,,0,,,86
retraite,36.0,977259,sante,freelance,67
sans_emploi,,0,,,90
employe,13.0,2926449,industrie,cdd,90
retraite,21.0,653062,sante,freelance,90
retraite,34.0,401953,education,freelance,90
independant,8.0,2113781,informatique,stage,90
sans_emploi,,0,,,64
employe,5.0,3166311,agriculture,cdd,90
independant,17.0,2344409,services,freelance,90
independant,38.0,2891083,autres,cdi,90
employe,4.0,2152625,industrie,freelance,90
etudiant,3.0,348255,education,stage,80
etudiant,5.0,407340,education,stage,87
employe,26.0,2800218,industrie,cdd,90
employe,27.0,3392727,industrie,freelance,90
independant,14.0,2208442,autres,temporaire,90
etudiant,0.0,265795,education,stage,72
independant,31.0,3364601,education,cdi,90
retraite,22.0,830234,sante,freelance,82
etudiant,5.0,403935,education,stage,73
sans_emploi,,0,,,63
etudiant,4.0,450090,education,stage,65
retraite,30.0,427912,sante,freelance,90
etudiant,0.0,230232,education,stage,64
retraite,33.0,965091,sante,freelance,90
independant,7.0,3962648,sante,cdi,90
employe,23.0,1739232,education,cdi,90
sans_emploi,,0,,,77
etudiant,2.0,259937,education,stage,51
independant,4.0,2430576,services,stage,87
employe,12.0,2091739,industrie,stage,90
retraite,29.0,823383,education,freelance,90
independant,2.0,3305988,services,freelance,90
independant,32.0,1913928,services,cdd,90
etudiant,4.0,452164,education,stage,90
etudiant,5.0,473568,education,stage,71
employe,12.0,3362570,informatique,temporaire,90
sans_emploi,,0,,,82
independant,31.0,2192796,informatique,stage,90
employe,2.0,3638259,education,freelance,90
independant,28.0,1099374,autres,cdi,90
retraite,34.0,567675,sante,freelance,90
etudiant,4.0,463944,education,stage,90
etudiant,4.0,467813,education,stage,75
independant,28.0,2917856,informatique,stage,90
sans_emploi,,0,,,68
etudiant,5.0,373489,education,stage,72
independant,20.0,2703500,education,cdi,90
etudiant,2.0,438702,education,stage,78
sans_emploi,,0,,,63
sans_emploi,,0,,,66
retraite,22.0,997532,sante,freelance,90
employe,28.0,1386075,sante,freelance,90
sans_emploi,,0,,,69
sans_emploi,,0,,,63
independant,40.0,2513269,agriculture,cdi,90
independant,2.0,2254514,sante,freelance,84
independant,6.0,3369864,sante,freelance,90
etudiant,2.0,231799,education,stage,79
retraite,24.0,995303,education,freelance,86
retraite,37.0,670772,sante,freelance,81
employe,10.0,2636314,education,cdi,90
etudiant,4.0,478120,education,stage,71
retraite,28.0,965663,sante,freelance,90
etudiant,2.0,290841,education,stage,66
sans_emploi,,0,,,80
retraite,29.0,633808,education,freelance,90
retraite,22.0,495251,education,freelance,71
sans_emploi,,0,,,73
sans_emploi,,0,,,74
etudiant,1.0,341354,education,stage,79
independant,34.0,1127677,informatique,temporaire,90
sans_emploi,,0,,,77
sans_emploi,,0,,,82
etudiant,4.0,309077,education,stage,80
employe,28.0,2964630,commerce,freelance,90
sans_emploi,,0,,,84
independant,24.0,3151806,autres,cdd,83
retraite,33.0,588705,sante,freelance,90
retraite,24.0,980298,sante,freelance,72
employe,32.0,3571697,sante,cdd,90
etudiant,2.0,234868,education,stage,56
independant,21.0,2361177,commerce,stage,89
independant,12.0,3533319,autres,cdd,90
employe,6.0,1133020,services,cdd,90
employe,6.0,2837746,industrie,freelance,90
independant,6.0,1764188,agriculture,temporaire,89
retraite,20.0,613531,education,freelance,90
retraite,31.0,970121,sante,freelance,82
employe,39.0,2711857,sante,freelance,90
sans_emploi,,0,,,55
independant,26.0,1355156,commerce,cdi,90
sans_emploi,,0,,,83
sans_emploi,,0,,,73
employe,28.0,1820518,sante,freelance,90
retraite,28.0,879767,sante,freelance,86
etudiant,1.0,250998,education,stage,66
sans_emploi,,0,,,69
independant,20.0,3984225,education,temporaire,90
employe,16.0,2511643,sante,cdd,90
etudiant,0.0,477352,education,stage,75
sans_emploi,,0,,,75
retraite,26.0,651228,education,freelance,90
employe,34.0,1393128,agriculture,stage,90
retraite,24.0,626085,education,freelance,82
retraite,37.0,746644,education,freelance,89
independant,33.0,2589597,informatique,stage,90
etudiant,3.0,205650,education,stage,90
independant,9.0,1841700,agriculture,cdi,90
employe,34.0,1714830,sante,stage,90
independant,10.0,2148259,education,freelance,90
sans_emploi,,0,,,65
retraite,22.0,614818,education,freelance,83
sans_emploi,,0,,,79
independant,36.0,1556994,industrie,temporaire,86
retraite,33.0,686818,education,freelance,90
etudiant,4.0,383267,education,stage,54
independant,7.0,1695247,agriculture,cdd,90
employe,25.0,2244017,autres,temporaire,90
independant,12.0,2814127,services,cdi,84
retraite,35.0,732586,sante,freelance,83
employe,17.0,2273810,education,temporaire,90
retraite,31.0,877913,sante,freelance,90
independant,23.0,3802115,agriculture,freelance,90
sans_emploi,,0,,,73
sans_emploi,,0,,,89
sans_emploi,,0,,,70
independant,40.0,1147686,industrie,freelance,72
etudiant,5.0,205589,education,stage,90
independant,2.0,1924922,agriculture,stage,80
employe,30.0,3460951,informatique,temporaire,90
employe,8.0,1044393,education,freelance,90
retraite,32.0,583861,education,freelance,90
sans_emploi,,0,,,49
employe,13.0,2042721,agriculture,cdd,90
employe,17.0,2056023,autres,temporaire,90
etudiant,1.0,250332,education,stage,90
retraite,27.0,528421,education,freelance,90
retraite,29.0,961112,education,freelance,81
etudiant,1.0,459933,education,stage,77
etudiant,1.0,220158,education,stage,83
etudiant,1.0,323276,education,stage,68
independant,9.0,2992746,commerce,cdi,90
independant,22.0,2725439,sante,freelance,90
employe,19.0,2690483,commerce,cdd,90
retraite,23.0,937403,education,freelance,83
sans_emploi,,0,,,81
employe,2.0,1493269,agriculture,cdd,90
retraite,34.0,554707,education,freelance,86
employe,5.0,1522057,commerce,cdd,90
etudiant,3.0,204568,education,stage,90
retraite,23.0,677028,sante,freelance,87
sans_emploi,,0,,,75
retraite,30.0,989934,education,freelance,86
employe,39.0,3556064,sante,stage,90
independant,3.0,1085436,services,temporaire,90
employe,37.0,1556818,sante,cdd,90
sans_emploi,,0,,,78
sans_emploi,,0,,,89
retraite,39.0,603787,sante,freelance,80
sans_emploi,,0,,,67
etudiant,0.0,324851,education,stage,72
retraite,35.0,408556,education,freelance,90
employe,17.0,1536789,sante,freelance,90
employe,25.0,2162261,informatique,temporaire,90
sans_emploi,,0,,,90
retraite,29.0,501402,sante,freelance,81
retraite,29.0,605698,sante,freelance,90
retraite,31.0,416952,education,freelance,90
etudiant,5.0,376289,education,stage,61
sans_emploi,,0,,,79
sans_emploi,,0,,,62
sans_emploi,,0,,,90
sans_emploi,,0,,,56
independant,3.0,1503996,services,temporaire,82
independant,21.0,2081616,commerce,stage,82
etudiant,1.0,211038,education,stage,90
sans_emploi,,0,,,71
independant,2.0,2299243,industrie,cdi,90
employe,16.0,3838114,industrie,stage,90
sans_emploi,,0,,,73
employe,33.0,1366841,commerce,cdi,90
employe,29.0,1941454,commerce,freelance,90
employe,18.0,3029517,services,cdd,90
etudiant,4.0,300743,education,stage,78
etudiant,2.0,291763,education,stage,71
employe,16.0,3283274,agriculture,cdd,90
retraite,22.0,674562,sante,freelance,90
etudiant,4.0,202825,education,stage,56
sans_emploi,,0,,,80
employe,21.0,1451089,education,freelance,90
etudiant,2.0,268864,education,stage,75
etudiant,1.0,450574,education,stage,79
sans_emploi,,0,,,69
retraite,40.0,607656,education,freelance,90
sans_emploi,,0,,,73
independant,24.0,1283355,informatique,cdd,90
independant,14.0,2603982,commerce,cdi,90
independant,25.0,2025428,autres,temporaire,89
retraite,25.0,787265,education,freelance,90
retraite,38.0,574143,sante,freelance,88
retraite,21.0,610201,sante,freelance,90
independant,20.0,3309619,informatique,freelance,90
retraite,40.0,847213,sante,freelance,90
employe,31.0,1088908,industrie,stage,90
retraite,28.0,479078,sante,freelance,80
retraite,29.0,799193,education,freelance,90
independant,16.0,3589697,education,stage,85
etudiant,4.0,330741,education,stage,57
etudiant,0.0,352595,education,stage,74
independant,2.0,3079369,agriculture,cdd,90
independant,35.0,2132486,education,freelance,90
employe,37.0,1445289,services,cdi,90
independant,16.0,2966083,commerce,stage,90
employe,21.0,2513411,commerce,cdi,90
sans_emploi,,0,,,73
retraite,37.0,797547,sante,freelance,90
sans_emploi,,0,,,59
sans_emploi,,0,,,81
retraite,40.0,991480,sante,freelance,90
etudiant,4.0,211653,education,stage,63
retraite,32.0,799468,sante,freelance,85
etudiant,4.0,317388,education,stage,59
sans_emploi,,0,,,58
employe,21.0,2951066,industrie,temporaire,90
employe,1.0,1158170,agriculture,temporaire,86
sans_emploi,,0,,,85
independant,20.0,2990009,sante,freelance,90
retraite,31.0,726999,sante,freelance,79
etudiant,4.0,476491,education,stage,74
etudiant,2.0,331000,education,stage,59
independant,19.0,3737468,industrie,freelance,90
independant,20.0,2799875,services,temporaire,70
retraite,23.0,823708,sante,freelance,90
retraite,23.0,974339,sante,freelance,90
etudiant,3.0,486767,education,stage,50
etudiant,1.0,222469,education,stage,66
employe,37.0,1445376,autres,freelance,90
retraite,29.0,501862,sante,freelance,66
employe,36.0,2247801,agriculture,stage,90
retraite,30.0,891310,education,freelance,90
employe,11.0,3657393,education,temporaire,90
employe,8.0,2665464,commerce,stage,90
sans_emploi,,0,,,54
employe,38.0,3675965,commerce,temporaire,90
employe,21.0,3781773,informatique,cdi,90
retraite,29.0,845335,education,freelance,85
employe,34.0,3083586,services,temporaire,90
retraite,21.0,751698,education,freelance,87
etudiant,0.0,320095,education,stage,61
employe,15.0,3976420,agriculture,stage,90
etudiant,0.0,361076,education,stage,82
sans_emploi,,0,,,61
sans_emploi,,0,,,56
independant,28.0,3845502,agriculture,freelance,90
etudiant,0.0,327005,education,stage,74
etudiant,3.0,205392,education,stage,90
etudiant,5.0,375310,education,stage,67
independant,15.0,3734264,commerce,freelance,84
independant,14.0,2567736,informatique,cdd,90
independant,12.0,2986399,informatique,freelance,90
retraite,27.0,800430,sante,freelance,88
sans_emploi,,0,,,68
employe,9.0,3702372,sante,cdi,90
etudiant,4.0,285928,education,stage,49
independant,6.0,2551593,industrie,temporaire,78
retraite,23.0,981388,sante,freelance,90
etudiant,2.0,338150,education,stage,58
etudiant,4.0,488555,education,stage,59
sans_emploi,,0,,,76
etudiant,0.0,326927,education,stage,87
independant,2.0,1559722,services,temporaire,89
retraite,37.0,549689,sante,freelance,90
employe,14.0,2156805,education,temporaire,90
independant,21.0,1208459,sante,cdi,90
etudiant,2.0,492219,education,stage,79
retraite,27.0,868816,sante,freelance,90
retraite,22.0,530510,education,freelance,90
sans_emploi,,0,,,78
sans_emploi,,0,,,85
retraite,29.0,822588,education,freelance,90
employe,26.0,2772862,sante,cdi,90
employe,26.0,1984560,autres,freelance,90
retraite,22.0,969549,education,freelance,90
etudiant,2.0,392683,education,stage,76
retraite,22.0,425481,sante,freelance,90
retraite,36.0,837382,education,freelance,90
independant,7.0,2160643,sante,cdd,84
sans_emploi,,0,,,67
independant,25.0,2554417,informatique,cdd,90
sans_emploi,,0,,,72
sans_emploi,,0,,,77
independant,2.0,1934359,agriculture,cdd,74
retraite,28.0,594939,sante,freelance,90
sans_emploi,,0,,,84
employe,18.0,2391549,agriculture,stage,88
employe,17.0,1944448,education,freelance,90
sans_emploi,,0,,,79
sans_emploi,,0,,,67
employe,18.0,1585639,sante,stage,90
etudiant,4.0,352185,education,stage,81
retraite,35.0,725094,sante,freelance,88
sans_emploi,,0,,,62
employe,8.0,2462257,services,freelance,90
employe,19.0,1153077,informatique,temporaire,90
employe,34.0,3213407,sante,temporaire,90
sans_emploi,,0,,,90
independant,8.0,2534945,industrie,freelance,90
sans_emploi,,0,,,90
employe,30.0,1852281,sante,stage,90
retraite,22.0,860798,education,freelance,75
employe,5.0,2961106,services,cdd,90
etudiant,2.0,436782,education,stage,68
retraite,26.0,909609,sante,freelance,89
sans_emploi,,0,,,57
retraite,28.0,889462,sante,freelance,90
employe,37.0,1980470,commerce,stage,90
employe,6.0,3741561,education,temporaire,90
etudiant,3.0,474758,education,stage,76
retraite,28.0,680298,sante,freelance,90
retraite,22.0,483898,education,freelance,90
sans_emploi,,0,,,65
independant,6.0,1187236,autres,cdi,90
retraite,40.0,454041,sante,freelance,90
retraite,25.0,463583,education,freelance,86
etudiant,5.0,219099,education,stage,73
