revenu_mensuel,depense_mensuelles,dettes_existantes,nbr_dependant,duree_emploie,situation_bancaire,note_financiere
4683.59,698.01,16205.99,1,8,excellent,57
1395.88,1003.59,14341.84,5,14,moyen,55
5672.56,1726.68,7978.32,3,10,mauvais,43
3007.61,955.48,14015.8,5,3,moyen,40
5841.15,1315.91,1002.32,2,7,mauvais,100
3163.37,1782.21,6338.17,4,5,excellent,46
3257.72,2368.36,8419.01,2,10,mauvais,56
5502.54,2917.37,6572.35,3,10,bon,36
3660.16,1367.15,17637.98,5,12,faible,57
5469.39,1670.89,8221.59,4,11,excellent,38
4009.97,1778.41,18307.89,2,15,moyen,60
3072.33,1246.24,22696.95,0,20,bon,59
2263.3,1161.07,13530.18,1,5,faible,43
3981.46,2118.65,23178.94,3,4,mauvais,39
2993.97,1291.11,17423.86,2,9,bon,57
2009.37,1097.53,295.56,1,9,mauvais,52
5504.35,1387.83,12492.33,3,14,mauvais,50
3546.72,1946.12,28264.15,4,10,excellent,52
4427.51,3204.87,28942.93,0,11,mauvais,65
4244.02,2650.17,24472.09,1,6,moyen,35
2136.52,1570.52,20455.35,1,8,faible,35
3796.27,1151.13,23203.64,5,7,faible,56
1014.34,548.41,8731.0,5,6,excellent,51
5344.75,983.39,10990.15,1,8,mauvais,58
4852.52,1185.81,21904.18,4,2,excellent,42
5380.67,1726.47,17252.54,3,13,mauvais,42
3144.59,2224.9,20023.59,1,0,excellent,44
4016.45,1079.15,29486.37,4,1,faible,49
2894.78,894.49,4498.89,1,18,excellent,51
3167.83,680.65,13696.77,2,20,excellent,55
2689.5,2105.15,13150.28,0,5,moyen,41
3475.64,2639.42,29510.51,0,20,bon,42
4582.58,566.03,17509.62,5,20,faible,38
3568.41,1848.37,5430.34,4,16,faible,57
3181.86,1501.85,5665.71,4,0,bon,36
1406.67,788.42,29002.55,0,16,faible,47
1505.23,962.63,7563.98,5,12,moyen,56
2396.18,1905.79,7370.54,4,12,moyen,39
1651.64,1105.6,4962.44,4,2,faible,53
2750.83,1296.89,5656.43,0,10,bon,53
3484.18,973.22,14154.31,4,19,bon,63
1477.56,859.27,20609.47,4,7,moyen,39
5896.43,1269.81,5114.39,5,7,mauvais,51
4757.84,1951.67,26860.83,5,14,excellent,58
4943.39,1776.18,11425.63,5,18,mauvais,40
5101.89,3385.23,8641.01,5,3,excellent,51
1906.61,1161.94,28410.61,4,9,bon,59
5321.42,3895.03,15719.16,0,8,mauvais,43
2748.42,1450.72,2999.63,5,6,mauvais,36
5590.04,2602.01,12467.68,3,12,mauvais,58
3940.67,2511.19,2833.2,1,13,mauvais,35
5973.1,2775.84,19200.2,2,11,moyen,60
1624.3,1024.21,801.34,0,17,bon,49
2461.16,945.06,3406.35,1,15,moyen,57
5602.9,2042.74,4673.73,5,9,moyen,53
3513.7,2734.38,2264.73,3,6,mauvais,45
5629.96,3227.42,1712.56,2,13,excellent,49
1550.75,995.39,13879.29,0,4,excellent,47
2320.49,1832.27,18582.63,5,15,mauvais,56
2916.16,1433.53,18760.89,1,10,bon,63
3582.69,1943.15,11140.1,3,16,excellent,59
3835.26,2989.81,13347.19,5,0,faible,36
1484.61,1113.69,9825.79,4,4,moyen,64
4076.17,2594.66,28035.7,5,0,moyen,44
5308.38,3066.62,28470.69,0,9,excellent,47
2463.29,1298.04,19278.27,5,1,excellent,58
4408.04,1536.53,27549.4,3,16,faible,38
4088.92,2719.68,18608.66,1,2,mauvais,53
4834.25,1694.12,19859.56,0,20,mauvais,37
4517.2,3393.14,17319.05,5,10,moyen,40
5826.26,3430.94,15141.71,4,17,moyen,60
2534.0,1425.96,2078.15,0,6,bon,39
5874.19,744.42,2256.78,5,12,excellent,85
3823.61,2792.09,23023.73,1,5,excellent,55
3363.03,989.64,21399.15,4,4,mauvais,44
4319.55,1866.2,6933.41,3,20,faible,39
5815.67,1499.75,8934.68,4,0,moyen,58
2751.61,1783.62,28315.25,3,17,bon,48
4733.7,2008.11,27172.33,2,8,excellent,44
1733.71,1145.35,15820.63,5,20,bon,51
3540.09,2784.23,21523.65,5,5,excellent,64
1232.95,866.43,13928.62,2,3,moyen,55
3611.38,1882.44,9376.93,4,19,bon,58
2406.01,1259.62,8101.05,1,10,excellent,40
1816.31,1110.95,9621.14,2,2,excellent,48
5236.02,3633.49,6889.3,1,0,mauvais,58
5009.86,2024.23,22555.18,1,18,faible,42
5703.93,1369.36,28799.25,4,6,bon,47
2104.63,1055.91,22148.45,2,4,excellent,45
3110.09,740.58,1714.75,3,7,excellent,36
2015.83,1612.48,4606.25,2,4,faible,46
2384.79,533.19,15213.63,4,19,excellent,53
2076.81,893.04,478.31,1,10,moyen,58
4783.32,1143.34,9400.71,2,18,moyen,37
1861.28,799.67,13243.23,3,18,mauvais,48
3070.13,707.09,8932.15,4,10,moyen,62
4070.49,2980.13,16907.73,1,1,bon,50
1205.65,871.02,27216.56,1,7,excellent,43
2272.62,1773.65,29698.85,1,13,excellent,35
3053.67,2434.1,6108.91,5,14,excellent,43
1990.12,941.6,17918.92,2,10,bon,56
5890.99,3123.61,9886.24,0,3,excellent,48
5795.07,2161.97,23967.55,4,15,excellent,51
4795.93,3585.56,4978.94,3,4,mauvais,46
3126.03,2061.58,3523.98,2,17,mauvais,40
2813.41,1569.53,25201.21,2,20,moyen,40
5045.07,3577.28,7122.1,3,20,mauvais,43
1572.45,873.65,4549.75,1,13,faible,37
2184.24,585.96,8636.05,1,15,bon,49
2492.38,836.1,29231.26,3,5,moyen,39
3351.71,1332.31,24773.11,2,15,moyen,60
5973.0,2803.28,26116.29,2,4,faible,61
1571.7,1019.95,24204.61,1,7,mauvais,37
3517.23,1316.05,21752.02,5,2,bon,39
3417.25,1579.13,5090.7,5,20,excellent,50
3645.9,739.4,19028.31,2,1,bon,46
4165.71,823.8,13078.54,5,5,bon,64
5092.0,2828.14,17246.25,2,14,bon,43
5561.07,2223.92,7843.15,2,12,moyen,52
2793.19,728.76,18521.84,0,7,faible,35
4050.54,2163.01,10740.31,3,1,faible,46
2294.89,560.32,5508.88,4,18,faible,61
2596.93,1470.97,5688.22,0,4,bon,45
2668.78,546.29,29815.15,0,5,excellent,39
1046.06,806.24,20622.26,4,4,moyen,51
5465.33,1288.63,13711.88,4,17,excellent,46
4489.16,1776.33,6639.5,5,2,faible,59
2051.43,1441.84,3934.6,0,13,bon,48
3165.98,790.32,17993.79,5,5,moyen,36
2159.79,1282.48,5260.01,3,11,faible,55
3711.85,1217.99,17776.25,5,16,bon,35
4464.96,2985.49,23495.26,3,1,excellent,58
4903.54,633.13,18572.3,2,1,mauvais,47
5689.4,4261.41,8732.81,3,15,bon,36
1042.51,719.09,26062.12,2,5,bon,59
3492.07,2565.64,4360.39,1,9,moyen,35
4134.48,2939.24,12228.72,3,1,mauvais,62
5519.37,2043.22,13398.9,1,20,faible,41
3898.84,736.46,22648.19,0,12,faible,61
3131.04,1318.03,8065.06,5,7,faible,40
5840.8,2010.91,27186.0,0,0,bon,40
2666.98,1818.65,25396.34,4,4,faible,36
1153.04,672.27,3709.19,2,5,excellent,48
2587.74,1936.09,27982.97,0,13,mauvais,41
5526.7,1932.05,5512.23,3,19,faible,45
3013.69,1960.8,10093.31,2,1,faible,35
5541.93,1151.61,11255.22,2,12,bon,61
5882.77,3612.74,18519.14,2,6,mauvais,64
5865.51,1536.42,6958.88,1,15,excellent,47
2399.88,1385.45,28029.09,2,18,bon,35
1979.0,581.58,25099.11,4,5,bon,60
2186.13,1162.88,311.17,5,9,faible,42
5164.84,2025.82,3824.97,5,2,moyen,62
4650.77,2815.95,13432.27,1,6,faible,59
5765.49,2935.4,27745.1,0,13,bon,48
4254.53,567.87,12741.36,5,3,faible,45
4131.87,2657.3,20255.37,3,20,excellent,39
4023.73,762.31,16938.55,2,0,bon,57
5148.42,1638.23,24447.9,3,4,mauvais,59
1149.0,762.05,670.74,1,16,faible,58
5980.39,3225.78,20666.64,2,11,excellent,58
5579.05,2350.71,16284.01,3,11,bon,48
1764.6,1352.82,14877.41,1,10,bon,47
2036.07,1344.76,18122.54,1,20,excellent,43
1205.83,946.94,13712.95,3,11,faible,40
5140.13,1291.83,3081.12,3,19,faible,42
5737.19,2211.66,19374.48,2,9,faible,41
4950.53,954.54,8828.07,4,5,mauvais,41
1517.52,1116.06,4570.96,0,14,excellent,46
4826.72,1469.94,4068.11,0,17,bon,61
4134.87,1393.5,23756.91,3,4,faible,44
5798.16,4229.74,23320.91,1,1,bon,48
5405.79,3828.42,22952.25,2,11,mauvais,55
1676.31,1096.04,10716.83,2,8,excellent,43
3252.16,2067.42,14291.46,5,9,bon,46
5095.35,2707.57,1305.83,3,13,bon,73
3092.74,1339.4,14258.94,4,9,moyen,62
2952.52,574.72,23698.72,2,16,bon,45
2875.3,610.47,15782.75,5,3,bon,44
5341.63,3371.09,930.67,1,9,excellent,81
2346.58,1078.06,22925.56,4,3,excellent,65
1724.99,1312.35,1515.72,2,19,faible,45
3632.71,2320.49,29862.92,0,6,bon,55
5089.3,2763.15,18523.83,3,6,excellent,65
1020.62,787.31,3291.26,5,9,bon,50
2818.77,1405.42,7876.1,0,1,mauvais,60
3259.94,956.48,10816.31,1,5,bon,50
4514.16,1139.17,23472.37,4,12,moyen,55
4589.04,1221.07,3242.46,5,17,moyen,45
1373.44,822.45,7290.72,5,11,moyen,65
1155.44,849.22,25720.95,1,12,mauvais,50
4835.97,2234.94,28510.05,5,20,bon,43
2518.84,1606.45,22709.08,2,8,bon,43
4391.92,541.61,9304.6,4,13,bon,61
1455.12,792.97,15119.49,0,9,moyen,61
1437.49,511.77,6696.36,0,19,bon,45
5352.74,1077.22,23239.0,1,9,faible,58
5819.58,2683.98,22522.26,3,17,mauvais,35
5390.35,1604.02,20829.51,3,4,mauvais,52
3018.19,1627.77,7592.09,1,18,faible,40
3451.93,1950.96,714.83,3,15,bon,39
3081.55,1825.72,5013.86,2,13,mauvais,56
4580.66,3452.22,24498.89,4,20,mauvais,41
5506.73,527.53,15737.67,2,20,moyen,58
4764.61,1194.15,8807.34,2,15,bon,46
5850.74,4471.32,10090.33,5,2,faible,64
2535.63,1331.33,11409.16,4,17,bon,36
1160.44,677.86,2863.83,4,11,excellent,62
2871.0,2253.29,28021.46,5,11,faible,63
2692.53,1566.11,26561.57,2,1,excellent,35
2629.19,2075.92,6216.66,5,13,excellent,44
4184.7,2567.06,7645.26,5,10,mauvais,46
2359.75,1531.71,15184.91,3,10,bon,62
3801.51,1840.11,9853.16,2,2,excellent,54
4256.11,779.01,4027.62,3,9,mauvais,52
4750.27,1172.42,2247.36,2,4,mauvais,68
4592.78,1830.31,11178.95,0,15,bon,36
1859.01,790.63,27153.69,5,8,bon,35
4507.83,886.89,7958.87,1,0,mauvais,42
5537.17,1292.91,4647.84,1,6,moyen,58
2705.94,1816.39,8993.48,0,18,excellent,36
1583.08,1208.5,16829.18,2,10,excellent,45
4795.34,3205.48,11968.74,4,3,mauvais,63
1286.59,643.2,20981.29,2,15,mauvais,50
5024.2,1155.82,20628.84,5,17,excellent,37
4622.73,2856.26,18409.45,4,15,mauvais,55
2659.66,780.01,5558.89,0,4,mauvais,41
2197.73,710.57,11212.2,1,11,moyen,58
3826.77,783.81,9579.39,2,0,faible,38
3006.63,1098.8,19836.29,4,0,bon,58
3657.31,1465.01,14906.98,2,16,moyen,43
3298.56,1572.61,6038.76,3,13,bon,55
1584.77,1045.59,12310.92,3,15,moyen,46
2285.41,1095.65,11218.73,5,2,faible,53
1414.72,1069.69,12104.23,1,9,moyen,63
1746.97,968.32,21202.93,4,4,moyen,40
2882.92,1713.36,21562.23,1,0,excellent,60
1830.12,1425.81,3948.39,0,11,bon,40
3012.16,1400.24,5975.45,3,17,mauvais,54
2196.44,1408.51,21417.48,1,13,mauvais,59
3498.08,1899.1,7331.49,3,1,bon,40
3854.61,1814.54,13924.02,1,4,excellent,55
1521.12,1188.36,23329.34,3,8,excellent,54
4982.87,1589.48,16235.7,1,3,mauvais,65
2994.54,552.93,15417.65,2,13,mauvais,65
3064.14,1304.92,16400.62,1,3,bon,36
3035.48,2281.63,24680.01,4,10,excellent,50
4250.53,1780.49,8486.12,1,3,moyen,58
5117.31,1985.07,18676.16,5,3,faible,43
4867.54,2809.87,8519.13,1,17,moyen,38
3617.63,2488.69,5100.3,2,8,mauvais,41
4467.64,2740.44,283.32,4,18,mauvais,76
1361.0,1039.64,445.91,1,19,mauvais,60
1808.08,746.68,2514.84,3,17,excellent,53
2021.07,1487.41,941.98,2,9,bon,63
4791.46,837.44,27527.52,0,0,faible,49
1651.45,897.61,22262.97,2,11,moyen,62
2070.73,1224.93,5684.09,4,0,mauvais,62
1703.1,672.08,25493.98,3,15,faible,57
4312.21,1468.58,376.4,1,16,faible,97
2365.92,1611.8,8651.62,1,8,moyen,52
1984.66,793.66,18704.51,3,6,mauvais,35
4248.1,822.04,16551.43,5,11,moyen,53
5688.22,2545.61,1793.53,0,15,excellent,67
1821.28,1312.41,18927.08,5,0,bon,48
3254.76,726.4,21896.19,5,10,faible,58
3472.44,2594.94,23985.29,1,17,bon,65
2387.48,1199.03,8745.53,5,17,excellent,54
3586.7,867.0,15355.46,1,12,faible,52
4498.89,1067.16,8526.43,0,6,mauvais,40
5142.85,2300.05,9944.72,3,9,excellent,62
3524.08,2609.09,25647.24,3,7,bon,49
1719.02,1353.64,14400.17,3,4,bon,57
1945.3,680.07,7803.41,2,6,faible,37
5731.15,537.28,2938.66,5,12,moyen,76
2453.79,1780.46,3227.16,0,7,bon,63
4766.12,2537.82,23469.18,5,14,faible,39
4213.88,1966.02,4683.92,0,16,moyen,41
2568.96,739.86,19406.4,2,3,moyen,60
1472.47,934.05,25786.43,1,18,bon,63
3488.03,720.84,20073.52,3,12,excellent,44
4104.62,2746.08,19792.14,5,17,bon,49
1347.59,643.06,9228.0,3,18,excellent,43
1691.34,642.07,21741.23,1,8,moyen,35
3691.78,1855.25,6026.07,0,16,bon,48
2388.56,1648.84,8480.26,2,18,mauvais,46
4457.82,2647.18,27327.53,4,0,faible,55
2248.88,954.68,29867.21,1,0,bon,60
5794.42,2784.47,13170.07,5,6,bon,65
4215.68,2756.65,5595.38,1,15,moyen,47
5200.03,1551.69,6166.21,3,10,excellent,46
2781.85,978.14,7406.22,0,17,faible,65
5024.98,3707.97,4368.88,0,18,bon,54
1083.68,720.88,15981.23,3,1,moyen,55
5150.76,754.42,17785.61,5,5,bon,42
1523.14,772.73,15336.31,0,9,faible,63
4245.63,1520.04,20071.28,1,12,mauvais,55
2266.56,944.27,10842.49,1,14,mauvais,53
2879.97,1596.89,368.31,0,8,bon,54
4675.49,2585.2,9650.48,2,18,mauvais,52
5689.55,2454.81,24259.47,3,8,moyen,65
5871.24,3152.27,15272.1,5,12,moyen,61
5168.23,4068.97,12462.49,2,12,bon,50
4802.31,1879.23,6143.15,0,20,excellent,54
1132.83,890.29,21006.32,0,14,moyen,63
2085.48,1296.18,12493.71,2,11,moyen,65
3841.03,1903.35,19009.11,3,12,faible,65
4737.06,940.76,4813.08,4,4,moyen,38
1507.19,850.26,23212.81,2,4,bon,49
4537.51,698.79,17920.68,1,13,bon,35
5102.22,707.72,2773.51,4,0,moyen,65
1578.63,1244.05,6425.25,1,2,mauvais,45
4015.4,897.54,4510.58,5,10,excellent,49
5777.97,2579.62,15679.14,1,1,faible,35
4860.14,3220.89,13554.19,1,14,moyen,64
1470.42,651.1,27718.05,5,7,bon,42
3728.6,1213.7,12855.5,4,16,faible,39
5641.83,616.03,19784.88,0,17,moyen,51
4399.87,1229.38,22574.52,2,0,faible,41
4230.41,1480.84,6776.12,5,15,moyen,52
4283.33,857.5,11745.09,1,2,faible,65
5792.87,1088.05,4922.63,0,12,faible,50
2211.31,750.25,15571.85,4,8,faible,37
3313.14,874.51,13385.15,2,1,faible,59
3516.1,1990.67,4771.05,2,17,excellent,55
1790.66,783.23,21454.27,5,9,moyen,51
5141.06,1552.84,14428.95,4,14,excellent,50
5077.4,859.09,19388.89,4,15,moyen,52
5137.44,3898.39,974.4,0,14,moyen,59
4038.83,745.97,15483.63,3,14,excellent,58
3454.33,2226.08,1164.27,0,11,excellent,55
1147.91,881.93,12944.11,0,13,moyen,60
2100.07,553.98,26427.14,1,6,bon,43
4920.51,3510.46,1930.1,1,6,faible,55
1830.57,1373.46,11682.15,1,18,moyen,35
5397.78,2363.98,20630.95,2,7,bon,60
3419.35,1588.56,2133.99,5,18,faible,45
5571.99,2810.97,7568.45,3,5,bon,49
2795.45,698.99,32.34,5,8,excellent,94
1778.97,734.55,23472.93,0,14,moyen,42
4583.96,3017.19,22622.44,1,7,moyen,54
4562.69,952.45,19582.12,5,16,moyen,63
3074.15,904.81,3554.29,1,8,faible,44
1825.17,1169.66,1533.2,4,20,excellent,53
1287.51,554.96,4375.02,4,15,faible,56
4923.59,2231.81,24452.63,2,13,bon,58
3816.94,2743.91,10628.23,5,1,mauvais,53
1773.57,752.1,4389.62,1,19,bon,55
5819.26,846.39,23024.26,2,8,moyen,38
5860.93,2538.14,3810.06,2,3,excellent,56
5391.66,3811.56,4307.7,2,19,bon,45
2577.63,875.93,4091.09,2,18,mauvais,42
3595.81,2659.03,27073.68,4,9,faible,45
5377.35,1386.53,5176.92,5,2,moyen,62
3957.28,952.79,8450.78,0,17,bon,56
5186.47,2400.11,22499.66,1,7,bon,58
4823.46,611.36,2953.3,5,5,bon,55
4333.76,1259.19,29527.62,4,19,excellent,50
3299.3,1639.37,23879.09,2,18,bon,52
3589.32,1042.16,3139.16,3,4,moyen,46
4639.67,2434.57,61.81,0,1,moyen,100
3761.87,1176.77,28699.71,1,4,mauvais,42
1215.78,926.07,21451.25,4,14,mauvais,40
2704.08,775.95,29871.76,3,8,bon,37
4159.15,1180.43,26045.71,3,17,mauvais,41
5725.73,1507.39,29355.1,2,18,excellent,65
4274.31,3105.29,13054.05,4,6,excellent,44
5484.9,2965.97,19381.28,2,15,bon,65
4457.36,2904.1,9094.68,0,3,bon,41
1140.19,891.69,12579.24,2,17,bon,45
4081.77,546.67,2393.28,3,17,moyen,55
1698.53,646.12,28598.53,1,20,faible,55
3605.38,656.02,1054.62,5,6,mauvais,84
4419.3,2659.98,9158.75,0,9,mauvais,54
5093.73,532.63,17899.68,0,11,mauvais,47
5190.7,577.49,28579.57,3,10,moyen,44
2883.21,1955.18,23263.65,4,6,faible,61
4999.95,1141.42,3549.11,0,16,faible,49
3637.21,1392.05,29922.43,0,17,faible,56
2682.37,574.23,17293.29,3,16,moyen,53
5728.77,1783.81,13695.81,3,11,excellent,48
4813.39,1590.86,10683.73,2,10,excellent,60
1112.82,613.43,9431.04,5,20,mauvais,54
1862.3,1034.16,19280.24,3,13,moyen,61
1053.15,831.98,13070.91,2,0,bon,46
2341.67,932.29,10632.67,1,13,faible,37
4677.39,3272.8,5873.18,2,16,bon,46
2779.57,2168.28,12477.0,5,18,bon,47
4818.31,1304.55,12036.97,0,19,faible,58
2143.32,1664.68,19390.67,0,11,mauvais,63
4034.28,2790.47,6218.28,2,11,moyen,42
1283.73,632.21,24897.41,3,10,bon,47
4356.18,3269.75,7470.97,0,2,excellent,54
1929.16,727.98,13985.55,1,4,excellent,55
5638.44,3346.85,25180.45,1,12,bon,38
3537.64,1557.25,9870.28,5,14,moyen,64
3995.92,2266.97,28565.77,5,11,mauvais,65
1414.2,995.89,3962.29,3,19,mauvais,61
5151.82,1805.86,9535.78,2,2,moyen,42
2747.77,2092.86,17650.85,0,1,moyen,65
4576.19,3085.17,7575.39,3,17,bon,37
1138.05,787.19,55.52,3,7,moyen,57
2536.86,1535.72,24127.71,4,6,moyen,54
1075.29,530.13,3451.63,2,7,bon,53
2775.46,1022.05,21118.69,1,8,bon,61
3607.17,1476.23,13282.08,0,18,moyen,48
1793.02,974.42,13198.76,4,1,bon,63
4372.78,1594.16,19278.66,2,12,bon,55
1729.16,743.95,13102.08,5,12,moyen,38
2395.97,1326.73,3229.65,0,3,mauvais,63
2085.28,1454.72,16320.84,0,8,moyen,44
2509.23,1734.22,5953.36,0,9,moyen,42
2183.37,1721.47,5816.01,2,20,bon,39
3357.01,859.47,10097.13,1,17,bon,60
4931.88,1338.2,2468.95,5,16,mauvais,61
3804.11,927.38,23608.87,1,9,excellent,61
1168.63,787.3,18971.23,2,10,faible,47
5488.81,1853.27,26692.06,5,1,faible,39
3169.33,514.49,29353.69,2,1,faible,62
4758.98,2148.03,17707.74,2,3,moyen,39
4114.42,765.24,11214.54,1,17,faible,44
5140.92,3850.38,13766.05,0,4,excellent,46
5182.66,1122.11,14724.65,1,11,excellent,36
3093.77,1891.32,8773.78,5,6,mauvais,38
2241.23,519.07,12402.33,3,17,bon,64
1961.25,1555.55,24557.35,1,7,excellent,45
3164.11,866.63,15464.51,1,10,bon,43
5221.83,1456.71,3634.69,2,16,excellent,39
2499.42,1412.21,14285.17,0,8,faible,46
2942.08,576.21,10449.79,4,1,mauvais,53
1046.08,803.4,401.52,5,18,mauvais,36
3988.51,1178.25,8474.57,4,9,bon,51
1281.49,634.86,24451.64,1,5,excellent,37
2392.72,635.59,12157.77,4,3,moyen,60
2255.7,907.66,25501.33,5,5,faible,55
1106.81,715.5,1189.4,2,0,excellent,59
3546.02,525.09,20809.7,1,9,moyen,41
4614.07,842.58,12165.21,0,9,bon,56
2589.55,1610.08,16390.87,2,17,bon,60
5444.14,2105.3,19784.59,5,11,excellent,42
4740.97,1942.07,17806.87,5,5,moyen,48
4965.98,1335.9,25899.97,1,2,mauvais,51
4880.53,719.6,3839.54,2,12,excellent,49
2741.94,768.76,1453.1,2,19,mauvais,44
5293.67,535.64,7527.75,0,0,moyen,38
2459.26,1160.28,6058.13,3,3,faible,65
5655.56,2399.24,22458.68,1,5,moyen,35
3105.23,2035.85,21764.23,3,0,mauvais,37
1185.72,873.78,10689.3,3,15,excellent,52
4996.51,2162.29,18224.42,3,13,bon,58
5044.45,1604.91,10999.31,4,17,moyen,38
5492.89,3652.95,6756.54,0,1,excellent,52
4801.94,1015.73,3814.86,3,11,mauvais,37
2994.95,999.03,7683.87,3,12,moyen,49
1757.22,1207.26,20730.85,2,6,excellent,53
5058.27,624.84,242.93,5,19,mauvais,91
5881.28,2482.66,17136.78,0,1,bon,64
2948.98,1708.25,19078.73,2,2,moyen,47
5109.97,3577.03,14413.37,3,7,bon,38
1722.72,612.8,21420.66,2,7,bon,46
3061.42,1239.52,21049.15,5,5,moyen,62
1414.27,1043.81,21928.4,5,3,moyen,37
3924.04,1949.69,17413.49,5,10,mauvais,49
2127.7,1010.67,17332.75,4,10,bon,40
2982.8,2062.88,4778.32,0,20,excellent,39
3879.66,2052.3,28269.55,0,20,mauvais,55
2382.94,1762.77,23959.93,5,9,mauvais,48
4978.59,540.39,10666.99,3,15,moyen,35
4771.95,3685.32,357.38,3,16,faible,52
5769.38,2424.69,907.72,1,15,excellent,76
4263.33,1490.85,26445.4,1,2,bon,62
1595.08,802.43,18147.39,1,1,faible,64
3748.85,2111.72,12727.11,4,7,mauvais,54
2865.92,1031.25,20775.87,0,3,mauvais,42
4788.31,2717.7,2674.28,3,7,bon,46
2313.97,569.05,23001.15,2,17,bon,39
1088.38,748.22,9192.64,3,19,excellent,50
4282.8,2238.66,25021.28,1,17,excellent,64
2131.51,1245.85,23860.11,3,2,faible,35
4092.22,2542.35,10551.6,3,1,bon,42
3172.02,1675.12,27385.33,5,14,moyen,44
3687.96,810.16,8811.92,3,15,bon,47
2249.44,1319.61,24614.7,0,5,mauvais,38
2233.07,1348.49,17323.67,1,6,excellent,48
3759.75,1253.08,15544.48,3,0,mauvais,46
4929.5,939.18,24469.87,4,8,excellent,38
4882.12,3418.27,3684.0,4,0,bon,52
5768.36,3807.22,9087.76,3,7,bon,52
3805.74,2078.84,15732.98,2,9,bon,44
2622.61,1037.92,25518.1,3,17,excellent,47
3943.23,826.04,15407.79,5,11,bon,56
4747.52,1414.42,1344.81,0,5,bon,77
4481.9,650.29,17642.04,2,2,moyen,40
2663.05,1205.66,4469.61,1,13,bon,62
4528.88,2856.01,1112.13,3,4,bon,37
1624.92,1282.19,6505.81,1,5,mauvais,46
5519.23,1059.2,21844.41,5,20,excellent,35
3983.14,1267.35,28609.78,4,3,mauvais,49
4870.58,1557.01,24845.39,1,5,faible,36
2869.2,2026.25,4878.23,0,14,faible,59
1871.03,1223.28,2196.03,5,9,faible,41
2027.15,1414.11,17397.85,5,11,faible,43
5294.5,1772.95,17034.07,5,5,mauvais,52
3143.15,1826.93,10772.84,4,7,faible,40
1953.95,889.18,4639.41,2,6,mauvais,65
5356.41,3394.4,14169.9,4,3,bon,41
3355.11,2301.31,6124.07,4,2,excellent,41
1542.83,1125.89,25876.78,0,19,moyen,40
1395.7,1066.99,2740.45,5,15,excellent,64
2186.87,1482.9,1233.82,4,16,moyen,40
3624.82,744.4,22419.46,0,8,mauvais,38
2927.63,1763.46,6451.53,5,2,faible,64
4970.17,3184.25,26447.89,3,2,excellent,65
1030.34,549.13,21327.39,4,3,excellent,51
2191.18,776.93,3886.28,1,12,faible,46
4915.58,2839.69,21938.91,1,2,mauvais,53
1161.68,765.42,6891.88,5,1,mauvais,38
3310.84,1646.54,8424.37,2,12,mauvais,50
5801.09,577.9,8811.78,2,8,moyen,48
4886.36,3784.88,29511.57,1,5,mauvais,40
4450.79,1893.49,15926.52,5,10,bon,45
1964.03,1459.81,14106.22,2,2,bon,65
3595.13,1416.25,12948.29,5,14,excellent,61
3784.31,1892.19,7323.29,4,1,faible,51
3275.79,1721.4,23797.1,3,20,moyen,64
5506.73,2170.93,29443.28,2,0,excellent,56
1791.99,824.69,26357.24,1,17,faible,52
4335.64,2871.88,22796.27,3,8,bon,60
1489.54,952.25,5221.86,5,19,mauvais,52
5326.68,3311.74,25929.0,2,9,bon,41
3733.82,2789.09,5885.01,4,12,bon,58
2788.12,1561.71,2326.56,5,1,excellent,48
3449.83,1502.75,1978.03,4,17,mauvais,45
5564.6,1097.2,13837.11,1,16,moyen,57
2823.82,1027.05,10015.52,4,18,excellent,35
3999.66,2005.48,14719.78,2,0,excellent,59
5158.43,3399.35,27285.64,3,8,mauvais,42
1285.74,893.15,28395.86,0,4,faible,49
1277.53,773.62,27518.1,0,17,bon,64
2989.33,954.86,12195.38,2,1,mauvais,39
4901.1,2325.96,27390.29,1,12,moyen,58
3015.21,1083.76,6668.38,2,2,bon,59
5259.29,3197.98,7514.52,5,4,bon,45
1061.09,827.35,492.65,5,8,bon,37
1071.5,798.93,2661.75,0,2,excellent,39
1293.14,706.21,6648.26,4,1,moyen,52
3517.39,1957.0,7110.36,3,3,faible,47
4734.11,658.0,21953.42,0,15,mauvais,58
4985.63,1616.08,8445.92,1,6,bon,62
5166.28,2389.2,13749.59,3,3,excellent,44
4247.83,1602.01,26973.38,5,7,faible,57
4801.15,2680.34,9399.83,5,0,excellent,50
3530.36,501.08,18422.35,5,13,moyen,53
1406.19,987.4,16982.69,4,14,excellent,46
2642.97,1011.35,20019.16,3,14,excellent,45
2998.78,511.22,24507.01,0,17,moyen,64
3822.34,2994.48,4185.94,4,16,moyen,35
5879.15,1611.04,25596.56,4,3,excellent,60
5635.68,2579.69,7397.42,4,11,bon,39
5580.92,3016.67,3014.89,3,13,moyen,47
4516.75,1472.22,956.85,0,7,moyen,97
1625.42,1085.31,18686.74,1,9,moyen,52
3525.8,962.37,9910.56,3,16,faible,45
1446.55,1116.51,24951.63,4,3,excellent,64
5099.64,1776.52,7960.19,1,8,faible,51
4265.97,843.05,11089.04,0,13,moyen,43
4459.69,1107.45,18528.99,0,12,mauvais,59
4789.97,3778.17,26153.73,5,19,mauvais,41
2104.8,1334.75,2040.96,0,12,moyen,58
3954.67,1726.42,2023.39,5,15,bon,40
2165.1,756.26,19932.34,3,6,bon,58
