statut_familial,nbr_dependant,date_naissance,score_familial
Veuf/Veuve,5,1987-01-27,71
Marié(e),2,1961-09-03,84
Marié(e),4,1999-10-29,68
Veuf/Veuve,4,1960-01-18,78
Célibataire,4,1997-03-21,74
Célibataire,0,1985-04-17,66
Divorcé(e),1,1984-12-23,55
Marié(e),1,1984-07-14,75
Célibataire,1,1999-03-30,71
Célibataire,2,1961-04-24,66
Célibataire,4,1997-12-01,72
Divorcé(e),5,1958-09-16,60
Célibataire,3,2000-07-03,73
Divorcé(e),3,1997-10-23,59
Marié(e),0,1959-12-06,80
Marié(e),4,1988-12-31,74
Célibataire,4,1998-03-22,70
Veuf/Veuve,3,1966-03-14,76
Veuf/Veuve,4,1967-04-29,71
Veuf/Veuve,0,1987-12-15,75
Marié(e),2,1994-02-16,65
Marié(e),1,1963-03-21,84
Célibataire,1,1992-01-09,78
Célibataire,0,1977-05-21,60
Célibataire,0,1966-05-02,67
Marié(e),2,1958-11-20,82
Divorcé(e),4,1976-11-16,62
Marié(e),4,1990-08-27,71
Célibataire,5,1961-11-08,61
Divorcé(e),4,1973-06-07,63
Divorcé(e),1,1994-10-03,59
Divorcé(e),4,1981-03-22,65
Marié(e),4,1978-12-19,81
Célibataire,0,1986-01-23,66
Veuf/Veuve,2,1962-01-01,73
Marié(e),4,1975-08-25,81
Marié(e),0,1988-05-16,67
Célibataire,1,1994-06-19,80
Veuf/Veuve,0,1956-11-15,77
Célibataire,2,1979-11-26,69
Veuf/Veuve,2,1962-07-18,70
Divorcé(e),4,1989-05-29,62
Célibataire,3,1989-06-22,77
Célibataire,1,1973-06-03,66
Marié(e),5,1993-08-21,71
Célibataire,5,1982-05-05,60
Divorcé(e),0,1985-02-16,59
Marié(e),0,1985-07-21,74
Veuf/Veuve,3,1960-02-02,71
Veuf/Veuve,5,1980-10-01,78
Veuf/Veuve,3,2001-07-08,74
Marié(e),3,1996-11-21,68
Marié(e),0,1980-02-23,85
Divorcé(e),0,1977-05-21,64
Divorcé(e),2,1990-05-14,55
Divorcé(e),2,1979-01-28,65
Divorcé(e),5,1956-01-27,60
Divorcé(e),4,1983-10-06,62
Marié(e),3,1996-06-23,65
Veuf/Veuve,0,1996-10-23,70
Divorcé(e),3,1974-07-05,63
Célibataire,4,1962-02-06,64
Divorcé(e),0,1994-06-24,57
Divorcé(e),2,1978-04-01,63
Marié(e),1,1970-08-14,81
Célibataire,1,1965-03-26,70
Célibataire,1,2000-06-04,77
Divorcé(e),0,1975-06-01,60
Divorcé(e),2,1956-05-30,65
Divorcé(e),4,1958-12-23,64
Marié(e),2,1964-10-04,80
Veuf/Veuve,0,2000-10-23,71
Marié(e),1,1984-03-11,74
Divorcé(e),5,1992-04-13,56
Veuf/Veuve,2,1967-10-20,70
Divorcé(e),4,1987-04-15,60
Veuf/Veuve,5,1988-07-31,77
Divorcé(e),4,1957-10-04,61
Divorcé(e),0,1981-01-22,61
Célibataire,0,1973-12-08,65
Divorcé(e),1,1988-12-13,64
Célibataire,5,1968-06-05,66
Célibataire,0,1975-02-11,69
Veuf/Veuve,4,1965-11-03,78
Célibataire,4,1997-05-04,80
Veuf/Veuve,2,1979-02-11,73
Divorcé(e),1,1984-06-14,58
Divorcé(e),1,1995-11-10,60
Célibataire,5,1976-08-03,67
Veuf/Veuve,2,1962-02-11,75
Célibataire,2,1998-05-26,79
Marié(e),3,1992-07-16,68
Marié(e),4,1976-12-09,82
Marié(e),4,1978-04-25,81
Divorcé(e),2,1965-07-19,60
Veuf/Veuve,3,2000-04-09,72
Veuf/Veuve,5,1972-09-26,72
Veuf/Veuve,0,1969-12-04,71
Veuf/Veuve,2,1997-02-12,71
Marié(e),0,1993-09-01,65
Marié(e),0,1966-11-03,84
Veuf/Veuve,3,1986-10-03,72
Veuf/Veuve,5,1976-08-16,74
Célibataire,2,1985-03-02,69
Célibataire,5,1959-01-09,61
Divorcé(e),3,1991-08-25,65
Veuf/Veuve,5,1994-01-19,74
Veuf/Veuve,5,1967-01-15,72
Célibataire,1,1955-08-31,69
Divorcé(e),5,1995-08-27,61
Divorcé(e),3,1970-10-26,64
Divorcé(e),0,1975-10-20,62
Veuf/Veuve,2,1959-04-19,79
Veuf/Veuve,2,1983-12-04,76
Divorcé(e),1,1967-10-24,60
Marié(e),3,2001-07-16,69
Divorcé(e),0,1986-02-15,59
Marié(e),0,1980-10-15,82
Veuf/Veuve,3,1975-01-11,72
Divorcé(e),2,1964-06-26,61
Divorcé(e),1,1963-07-29,61
Marié(e),0,1958-07-13,84
Marié(e),0,1998-10-11,65
Divorcé(e),1,1980-04-01,64
Veuf/Veuve,5,1994-11-15,78
Marié(e),3,1981-06-04,80
Célibataire,3,1993-09-29,77
Divorcé(e),0,1967-03-29,62
Célibataire,2,1962-01-21,63
Célibataire,2,1969-01-09,68
Divorcé(e),2,1995-08-25,65
Célibataire,5,1983-03-17,60
Veuf/Veuve,0,2001-09-24,75
Marié(e),4,1958-02-28,84
Célibataire,1,1967-03-31,69
Veuf/Veuve,1,1972-07-08,74
Veuf/Veuve,1,1998-06-07,72
Veuf/Veuve,2,1966-10-15,73
Célibataire,4,1974-03-07,60
Veuf/Veuve,0,1998-12-26,78
Marié(e),5,1970-12-11,78
Veuf/Veuve,5,1978-07-26,79
Veuf/Veuve,5,1976-01-09,80
Divorcé(e),3,2002-07-22,65
Marié(e),2,1975-10-08,82
Veuf/Veuve,3,1990-02-24,79
Divorcé(e),4,1998-02-11,59
Célibataire,1,1965-01-17,64
Veuf/Veuve,3,1984-02-27,73
Veuf/Veuve,0,1970-10-09,77
Divorcé(e),5,1965-02-24,62
Veuf/Veuve,5,1966-06-15,77
Veuf/Veuve,4,1991-12-05,80
Marié(e),0,1981-01-24,82
Marié(e),3,1960-06-02,84
Divorcé(e),2,1983-06-17,63
Veuf/Veuve,3,1993-02-09,76
Divorcé(e),0,1979-01-14,63
Marié(e),2,1959-01-22,82
Veuf/Veuve,3,1974-10-26,79
Marié(e),4,1973-06-18,84
Célibataire,4,1984-07-17,62
Célibataire,5,1956-11-09,66
Célibataire,5,1984-11-12,65
Célibataire,5,1959-05-19,68
Marié(e),2,2003-01-02,68
Marié(e),4,1990-06-13,67
Divorcé(e),1,1988-07-04,60
Veuf/Veuve,1,1977-04-11,70
Célibataire,0,2002-03-16,71
Veuf/Veuve,3,1958-10-04,72
Divorcé(e),2,1957-02-20,61
Marié(e),0,1979-05-29,85
Célibataire,3,1990-12-01,72
Divorcé(e),0,1961-10-30,60
Veuf/Veuve,0,1956-04-15,78
Marié(e),0,1990-01-20,68
Divorcé(e),2,1993-02-08,63
Célibataire,2,1979-07-21,67
Marié(e),0,1978-09-03,85
Veuf/Veuve,3,1981-02-03,76
Célibataire,1,1991-06-02,78
Divorcé(e),3,1980-06-24,65
Marié(e),3,1956-07-05,83
Veuf/Veuve,2,1964-09-05,77
Marié(e),4,1957-03-13,82
Marié(e),3,1988-02-22,72
Célibataire,5,1982-10-31,65
Marié(e),5,1962-06-20,78
Marié(e),1,1998-11-28,74
Marié(e),0,1967-08-24,83
Veuf/Veuve,4,1975-10-26,70
Veuf/Veuve,2,1991-11-30,74
Divorcé(e),1,1958-03-29,62
Veuf/Veuve,0,1979-01-08,73
Veuf/Veuve,4,1999-10-21,75
Marié(e),2,1996-05-10,72
Célibataire,0,1993-02-26,71
Veuf/Veuve,1,1956-03-09,72
Célibataire,1,1972-09-02,67
Célibataire,0,1993-01-07,77
Marié(e),5,2002-01-10,70
Marié(e),5,1992-06-23,69
Célibataire,2,1965-07-06,66
Divorcé(e),5,1979-04-15,64
Divorcé(e),4,1988-04-21,64
Marié(e),1,1980-12-31,84
Marié(e),4,1988-04-09,72
Divorcé(e),3,1996-06-28,58
Divorcé(e),5,1967-02-08,61
Veuf/Veuve,0,1983-06-20,76
Marié(e),1,1997-03-05,66
Célibataire,2,1971-10-20,63
Célibataire,4,1996-02-09,75
Célibataire,0,1997-01-05,79
Marié(e),0,1986-05-28,75
Marié(e),2,1956-03-25,81
Divorcé(e),2,1993-03-13,64
Divorcé(e),2,1991-02-22,59
Marié(e),0,1968-08-21,80
Marié(e),2,1970-12-18,82
Célibataire,1,2001-10-28,79
Veuf/Veuve,2,1979-11-02,79
Veuf/Veuve,1,1970-01-17,70
Marié(e),1,1963-02-27,84
Marié(e),1,1969-10-01,83
Célibataire,2,1961-12-10,60
Marié(e),4,1994-05-30,70
Veuf/Veuve,2,1982-02-09,78
Célibataire,1,1990-03-30,76
Veuf/Veuve,5,1997-07-13,75
Divorcé(e),4,1983-05-27,64
Célibataire,4,1974-02-26,62
Divorcé(e),5,1967-10-14,63
Veuf/Veuve,3,1977-06-10,80
Célibataire,4,1994-01-10,80
Divorcé(e),1,1957-03-26,62
Veuf/Veuve,5,1986-01-02,76
Marié(e),4,1972-02-06,82
Divorcé(e),1,1955-12-03,61
Veuf/Veuve,2,2002-02-26,73
Célibataire,4,1982-10-23,65
Célibataire,2,1977-09-24,68
Célibataire,4,1979-06-17,60
Divorcé(e),5,1997-11-30,61
Célibataire,5,1977-08-31,64
Célibataire,4,1957-09-11,67
Veuf/Veuve,3,1970-07-22,77
Célibataire,0,1988-02-12,60
Marié(e),5,1970-11-01,79
Célibataire,3,1965-09-05,60
Veuf/Veuve,5,1960-07-22,75
Célibataire,4,1979-11-10,63
Célibataire,2,1983-05-11,62
Divorcé(e),4,1956-03-27,65
Veuf/Veuve,3,1960-06-24,71
Marié(e),4,1968-03-13,84
Divorcé(e),0,1970-06-13,63
Célibataire,2,1972-10-15,68
Veuf/Veuve,1,1955-04-03,74
Divorcé(e),4,1986-06-05,56
Divorcé(e),3,1962-09-09,64
Veuf/Veuve,0,1965-05-24,71
Marié(e),5,1962-09-19,79
Divorcé(e),4,1956-10-07,61
Célibataire,1,1988-07-25,67
Célibataire,5,1977-02-05,64
Marié(e),5,1966-11-15,80
Célibataire,3,1980-09-19,62
Divorcé(e),1,1983-04-10,63
Marié(e),1,1979-06-10,81
Marié(e),2,1978-03-26,85
Veuf/Veuve,2,1963-04-04,77
Divorcé(e),4,1987-08-02,60
Veuf/Veuve,5,1970-04-05,70
Veuf/Veuve,1,2003-03-24,79
Marié(e),5,1993-11-20,68
Divorcé(e),1,1985-08-30,63
Divorcé(e),0,2001-01-04,58
Divorcé(e),1,1996-12-03,59
Célibataire,0,2001-05-08,80
Marié(e),3,1967-07-05,83
Divorcé(e),2,1988-11-13,65
Célibataire,2,1964-05-07,70
Divorcé(e),0,1969-03-16,63
Veuf/Veuve,2,1985-03-03,80
Célibataire,1,1987-01-31,64
Marié(e),3,1971-09-01,80
Veuf/Veuve,4,1995-11-30,79
Veuf/Veuve,5,1990-10-16,77
Marié(e),2,1988-06-12,74
Divorcé(e),3,1990-12-14,59
Célibataire,1,2000-06-12,71
Veuf/Veuve,3,1979-02-17,79
Veuf/Veuve,4,1957-07-11,72
Marié(e),2,2001-12-25,68
Marié(e),1,1984-11-07,65
Célibataire,2,1967-08-28,65
Veuf/Veuve,3,1969-10-18,77
Célibataire,5,1968-03-12,63
Marié(e),2,1982-07-22,80
Marié(e),1,1973-03-16,83
Célibataire,5,1976-12-02,62
Divorcé(e),0,1997-10-15,57
Divorcé(e),0,1997-03-15,63
Veuf/Veuve,5,1974-01-10,77
Veuf/Veuve,3,1976-09-28,71
Veuf/Veuve,1,1983-07-11,72
Veuf/Veuve,2,1980-05-15,80
Veuf/Veuve,4,1990-04-19,78
Célibataire,2,1998-10-09,80
Célibataire,1,1970-12-12,63
Divorcé(e),2,1985-06-15,63
Célibataire,4,1990-09-08,71
Marié(e),1,1999-10-26,68
Célibataire,1,1982-01-19,66
Célibataire,2,1989-06-03,80
Marié(e),3,1968-06-27,82
Divorcé(e),3,1998-02-01,55
Divorcé(e),3,1971-01-26,61
Veuf/Veuve,5,2001-05-18,71
Veuf/Veuve,0,1986-01-12,80
Célibataire,5,1991-04-02,70
Marié(e),2,1966-07-07,84
Veuf/Veuve,5,1995-10-04,70
Veuf/Veuve,5,1991-01-02,76
Célibataire,2,1993-02-02,74
Célibataire,4,1995-05-12,78
Divorcé(e),3,1985-01-09,63
Divorcé(e),0,1971-01-04,63
Veuf/Veuve,5,1962-02-21,72
Célibataire,2,1978-02-04,63
Veuf/Veuve,3,1959-04-27,77
Divorcé(e),0,1965-11-13,63
Veuf/Veuve,2,1959-06-16,79
Divorcé(e),2,1993-02-26,60
Divorcé(e),0,2003-08-28,59
Marié(e),2,1986-12-25,71
Célibataire,3,1984-02-02,64
Célibataire,4,1964-12-25,65
Célibataire,4,1990-07-06,73
Marié(e),0,2002-12-17,66
Marié(e),5,1967-12-10,83
Veuf/Veuve,3,1979-08-11,75
Veuf/Veuve,5,1976-11-11,78
Veuf/Veuve,0,1961-10-30,75
Divorcé(e),0,1968-02-17,64
Célibataire,3,2000-12-14,71
Divorcé(e),5,1982-01-21,63
Veuf/Veuve,0,1971-06-20,74
Célibataire,3,1965-05-30,63
Divorcé(e),2,2001-01-30,63
Marié(e),5,1959-05-07,80
Veuf/Veuve,1,1994-03-01,74
Marié(e),2,1999-12-18,75
Célibataire,4,1990-09-24,72
Divorcé(e),2,1955-06-02,63
Marié(e),0,1992-02-19,75
Marié(e),2,1978-12-03,83
Divorcé(e),0,1974-10-27,61
Célibataire,5,1984-02-01,63
Célibataire,4,1980-10-14,69
Veuf/Veuve,4,1992-09-17,80
Divorcé(e),4,1989-11-13,62
Célibataire,2,1985-07-09,65
Divorcé(e),3,1968-07-31,63
Veuf/Veuve,1,2002-09-18,72
Veuf/Veuve,2,1991-02-11,70
Célibataire,5,1998-08-12,78
Divorcé(e),0,1973-08-02,65
Divorcé(e),2,1981-02-22,62
Veuf/Veuve,5,1996-11-23,70
Marié(e),4,1969-12-03,83
Divorcé(e),4,1993-09-05,61
Célibataire,2,1998-12-29,73
Veuf/Veuve,4,1966-10-12,76
Célibataire,0,1990-06-20,73
Marié(e),0,1980-12-03,81
Marié(e),5,1990-12-13,71
Veuf/Veuve,2,1974-07-02,76
Divorcé(e),2,1987-07-19,65
Célibataire,5,1983-06-22,68
Veuf/Veuve,1,1991-03-17,77
Veuf/Veuve,2,1995-04-15,72
Marié(e),3,1980-11-02,80
Divorcé(e),3,1970-06-02,65
Célibataire,3,1992-06-22,76
Veuf/Veuve,1,1957-07-27,79
Marié(e),1,2000-02-15,66
Veuf/Veuve,0,1984-02-15,79
Marié(e),1,1997-04-20,75
Célibataire,2,1957-01-01,69
Veuf/Veuve,4,2000-11-02,73
Marié(e),3,1988-01-28,68
Marié(e),3,1972-11-20,82
Marié(e),2,1960-10-11,80
Marié(e),4,1996-05-03,71
Marié(e),5,1994-10-07,66
Marié(e),3,1999-11-04,75
Célibataire,4,1984-09-06,62
Marié(e),3,1961-03-25,80
Célibataire,5,1991-06-03,78
Veuf/Veuve,3,1961-04-11,76
Divorcé(e),5,2003-03-04,56
Célibataire,3,1998-02-06,70
Divorcé(e),3,1958-07-18,62
Veuf/Veuve,5,2000-11-09,80
Veuf/Veuve,3,1966-02-04,71
Marié(e),2,1964-12-28,85
Marié(e),2,1992-01-03,75
Divorcé(e),1,1976-10-08,63
Marié(e),2,1963-09-05,82
Célibataire,3,1999-01-24,73
Divorcé(e),2,1981-06-16,65
Veuf/Veuve,2,1995-05-15,74
Divorcé(e),4,1958-03-04,61
Marié(e),4,1980-11-03,79
Marié(e),2,1987-07-04,69
Divorcé(e),5,1969-03-02,64
Divorcé(e),3,1994-06-05,65
Divorcé(e),1,1966-07-01,61
Divorcé(e),3,1978-01-18,65
Marié(e),0,1973-12-14,84
Divorcé(e),1,1956-01-18,62
Divorcé(e),5,2000-08-04,63
Veuf/Veuve,3,1970-04-02,75
Marié(e),4,1999-12-02,69
Divorcé(e),3,1998-07-01,65
Marié(e),4,1998-03-18,66
Veuf/Veuve,3,1956-03-29,80
Célibataire,2,1975-02-19,64
Marié(e),1,1968-06-06,82
Célibataire,5,1972-08-19,65
Veuf/Veuve,3,1956-01-22,78
Marié(e),5,1973-02-18,80
Célibataire,3,1963-10-31,65
Célibataire,2,2002-12-09,78
Célibataire,0,1995-01-13,79
Marié(e),1,1977-12-08,85
Marié(e),5,1976-12-14,79
Veuf/Veuve,1,1958-07-29,79
Divorcé(e),4,1979-11-10,60
Marié(e),5,1960-09-04,79
Divorcé(e),0,1973-08-07,61
Marié(e),4,1997-10-13,71
Célibataire,4,1959-07-19,65
Célibataire,1,1997-11-15,71
Veuf/Veuve,0,1997-09-02,73
Célibataire,4,1974-04-02,69
Veuf/Veuve,2,1955-10-29,79
Veuf/Veuve,0,1994-09-04,80
Marié(e),4,1995-11-24,64
Divorcé(e),3,1979-04-03,63
Marié(e),2,2000-06-22,72
Divorcé(e),5,1981-11-05,62
Marié(e),2,1979-08-30,85
Divorcé(e),5,1994-06-11,56
Marié(e),3,1955-07-20,82
Veuf/Veuve,3,1969-08-07,72
Célibataire,3,1982-04-18,61
Veuf/Veuve,2,2003-04-14,72
Marié(e),0,1975-10-05,81
Divorcé(e),4,1982-05-12,62
Veuf/Veuve,0,1981-11-19,79
Marié(e),4,1968-10-31,81
Marié(e),1,1990-07-06,67
Marié(e),4,1969-01-22,81
Veuf/Veuve,5,1992-05-14,74
Marié(e),2,1997-04-22,69
Divorcé(e),1,1982-06-09,62
Divorcé(e),5,1983-04-04,63
Divorcé(e),3,1990-04-09,61
Célibataire,3,1959-12-05,66
Divorcé(e),5,1967-07-09,63
Divorcé(e),0,1973-02-08,61
Divorcé(e),2,1988-06-21,55
Divorcé(e),3,1989-04-09,60
Marié(e),1,2000-02-01,72
Divorcé(e),0,1961-08-22,61
Marié(e),2,1997-12-31,74
Veuf/Veuve,0,1989-12-16,77
Marié(e),2,1988-08-10,65
Célibataire,0,1985-09-16,64
Divorcé(e),3,1980-06-18,60
Veuf/Veuve,1,1961-08-08,75
Veuf/Veuve,1,1968-06-16,79
Divorcé(e),4,1972-11-27,64
Célibataire,3,1976-12-18,65
Divorcé(e),4,2002-08-09,59
Célibataire,1,1961-01-24,65
Divorcé(e),3,1974-03-27,61
Divorcé(e),3,1975-05-23,63
Divorcé(e),2,1972-10-25,65
Divorcé(e),2,1957-01-15,61
Célibataire,5,1991-10-26,76
Veuf/Veuve,3,1959-04-10,78
Célibataire,4,1988-06-21,60
Veuf/Veuve,0,2000-03-14,75
Veuf/Veuve,2,1984-11-27,80
Célibataire,5,1961-09-28,69
Célibataire,4,1965-01-15,68
Marié(e),4,1962-11-01,83
Veuf/Veuve,4,1972-02-03,71
Veuf/Veuve,2,1996-09-29,77
Marié(e),5,1984-08-10,64
Marié(e),5,1985-06-13,70
Veuf/Veuve,0,1990-12-25,79
Divorcé(e),0,1989-12-12,55
Célibataire,1,1983-11-20,66
Marié(e),2,1974-12-17,84
Divorcé(e),4,1996-01-12,65
Marié(e),4,1986-10-13,73
Marié(e),1,1968-04-07,81
Divorcé(e),1,1964-01-07,60
Célibataire,1,2003-06-02,75
Célibataire,2,1983-04-03,63
Marié(e),1,1982-02-21,81
Veuf/Veuve,2,1975-11-13,73
Divorcé(e),0,1967-04-14,63
Célibataire,3,1957-03-31,67
Marié(e),3,1959-05-19,83
Veuf/Veuve,3,1972-10-13,73
Veuf/Veuve,4,1966-02-23,71
Marié(e),4,2001-04-20,65
Marié(e),1,1965-10-05,83
Divorcé(e),5,1983-05-24,63
Marié(e),1,1963-02-10,84
Divorcé(e),3,1977-11-13,64
Célibataire,3,1956-05-31,60
Veuf/Veuve,3,1990-11-17,71
Divorcé(e),2,1982-10-10,60
Veuf/Veuve,5,1981-12-10,73
Célibataire,5,1989-12-04,77
Célibataire,2,1983-12-19,60
Marié(e),1,1970-11-16,84
Célibataire,1,2001-06-29,72
Marié(e),5,1997-02-10,63
Célibataire,4,1973-10-15,70
Divorcé(e),2,1992-03-08,57
Veuf/Veuve,1,1970-08-19,78
Marié(e),5,1971-04-05,80
Célibataire,1,1957-08-27,67
Marié(e),2,1991-03-06,75
Divorcé(e),2,1983-10-08,60
Célibataire,2,1957-07-09,67
Célibataire,5,1967-11-30,66
Célibataire,4,1988-10-15,69
Marié(e),1,1963-12-12,80
Divorcé(e),1,1963-03-25,63
Célibataire,0,1997-08-22,77
Veuf/Veuve,4,1994-06-23,72
Célibataire,2,1997-09-09,77
Divorcé(e),1,1983-12-07,65
Divorcé(e),4,1963-08-12,63
Veuf/Veuve,5,1972-07-28,72
Marié(e),4,1966-08-11,80
Marié(e),5,1962-05-04,83
Célibataire,5,1991-03-12,74
Célibataire,1,1975-04-05,64
Marié(e),5,1981-12-23,80
Veuf/Veuve,5,2001-08-10,78
Divorcé(e),1,1984-05-21,61
Divorcé(e),5,1967-12-29,64
Célibataire,5,1989-07-04,80
Célibataire,1,1971-04-23,60
Marié(e),5,1958-01-09,79
Marié(e),3,1983-11-25,80
Veuf/Veuve,3,1985-10-25,73
Veuf/Veuve,3,1974-03-28,77
Divorcé(e),4,1994-06-05,56
Divorcé(e),5,2001-02-13,60
Divorcé(e),1,1977-11-13,62
Veuf/Veuve,4,1995-11-26,80
Célibataire,5,1985-09-05,68
Divorcé(e),0,1987-10-01,61
Célibataire,4,1966-04-16,61
Marié(e),3,1964-12-07,80
Divorcé(e),1,1986-02-24,59
Veuf/Veuve,3,1962-05-29,78
Marié(e),3,2000-10-19,68
Marié(e),5,1974-11-13,78
Marié(e),5,1986-09-19,71
Marié(e),4,2002-07-25,72
Célibataire,4,1987-07-02,68
Marié(e),5,2002-08-04,65
Divorcé(e),1,1963-12-13,65
Marié(e),5,1975-04-07,83
Marié(e),4,1993-01-02,67
Divorcé(e),0,1990-12-05,59
Veuf/Veuve,4,1992-10-03,77
Veuf/Veuve,2,1967-03-06,74
Célibataire,0,1977-07-06,68
Divorcé(e),1,1960-12-16,60
Veuf/Veuve,1,1967-11-12,77
Marié(e),1,1990-01-24,67
Veuf/Veuve,3,1972-04-24,73
Divorcé(e),0,1975-04-08,62
Marié(e),3,1966-01-15,85
Marié(e),1,1994-09-28,67
Divorcé(e),2,1955-12-06,65
Célibataire,4,1982-11-18,68
Célibataire,5,1997-03-25,73
Veuf/Veuve,2,1966-03-02,78
Veuf/Veuve,1,1961-04-12,75
Divorcé(e),0,1989-03-11,59
Célibataire,5,1996-10-26,76
Marié(e),5,1998-09-06,67
Marié(e),4,1964-03-17,79
Divorcé(e),1,1999-05-01,61
Veuf/Veuve,0,1964-05-26,74
Divorcé(e),2,2000-07-10,60
Veuf/Veuve,5,1977-07-03,75
Célibataire,0,1964-01-14,67
Marié(e),4,1999-05-16,67
Veuf/Veuve,5,1978-10-22,71
Veuf/Veuve,4,1988-09-05,79
Veuf/Veuve,0,1964-08-20,79
Célibataire,4,1963-06-25,61
Marié(e),2,1992-10-22,71
Célibataire,2,1994-06-17,77
Célibataire,3,1993-09-14,80
Célibataire,1,1971-03-07,60
Divorcé(e),0,1981-03-09,63
Célibataire,5,1995-12-06,74
Divorcé(e),5,1985-10-30,60
Marié(e),2,1994-12-23,65
Divorcé(e),3,1978-07-29,61
Marié(e),4,1983-11-04,84
Veuf/Veuve,2,1970-05-26,77
Célibataire,2,1986-07-11,69
Marié(e),2,1982-05-27,80
Célibataire,5,1991-05-24,75
Veuf/Veuve,5,1971-09-02,76
Marié(e),2,1998-07-07,70
Divorcé(e),3,1987-05-24,57
Marié(e),2,1956-05-23,80
Marié(e),4,1982-10-28,83
Divorcé(e),4,2003-04-03,57
Veuf/Veuve,4,1961-10-11,73
Célibataire,0,1991-04-08,74
Marié(e),5,1985-06-25,71
Divorcé(e),3,1966-11-25,63
Célibataire,5,1981-05-01,69
Célibataire,2,1975-02-19,67
Célibataire,1,1968-11-14,70
Divorcé(e),0,1999-04-30,58
Marié(e),1,1975-03-24,83
Marié(e),1,1956-01-29,82
Marié(e),0,1998-04-27,72
Veuf/Veuve,4,1972-03-18,76
Marié(e),4,1990-10-25,74
Veuf/Veuve,5,1978-06-04,75
Divorcé(e),3,1988-03-06,60
Marié(e),2,2003-06-11,70
Célibataire,5,1967-01-12,65
Marié(e),4,1966-07-08,79
Veuf/Veuve,4,1983-02-02,71
Marié(e),5,1986-03-20,73
Marié(e),3,1979-02-09,84
Célibataire,3,1994-04-01,77
Veuf/Veuve,0,1970-05-03,70
Veuf/Veuve,4,1960-02-16,75
Veuf/Veuve,5,1968-03-25,71
Divorcé(e),0,1979-09-25,64
Divorcé(e),5,1957-06-09,65
Veuf/Veuve,3,1966-12-05,76
Marié(e),5,1995-07-11,67
Divorcé(e),2,1975-10-30,64
Veuf/Veuve,1,2003-05-18,80
Divorcé(e),0,1959-09-19,65
Divorcé(e),4,1965-09-13,60
Célibataire,4,1992-01-30,72
Marié(e),1,1971-01-20,81
Célibataire,5,1999-05-16,71
Divorcé(e),0,1963-05-31,63
Veuf/Veuve,3,1989-03-04,77
Marié(e),2,1971-05-20,80
Divorcé(e),2,1970-11-18,65
Veuf/Veuve,2,1999-10-17,71
Marié(e),2,1990-12-23,68
Marié(e),2,1962-04-13,82
Veuf/Veuve,0,2001-12-18,74
Célibataire,4,1960-06-05,68
Célibataire,5,1988-06-10,61
Marié(e),0,2002-06-08,65
Célibataire,2,1989-06-25,74
Célibataire,4,1988-08-04,61
Marié(e),1,1999-08-30,67
Marié(e),2,1963-08-31,85
Marié(e),4,1988-07-13,73
Marié(e),3,1970-11-21,84
Marié(e),3,1957-09-08,84
Célibataire,4,1965-10-03,64
Divorcé(e),0,1986-04-12,65
Marié(e),4,2001-06-24,66
Célibataire,3,1972-04-17,69
Marié(e),4,1985-03-26,71
Veuf/Veuve,3,1965-05-28,80
Célibataire,2,1977-01-20,65
Marié(e),1,1998-12-29,68
Veuf/Veuve,0,1987-02-10,70
Veuf/Veuve,5,1963-10-29,78
Célibataire,5,1983-09-21,68
Veuf/Veuve,4,1972-12-28,74
Divorcé(e),1,1995-02-23,58
Divorcé(e),5,1993-03-18,61
Veuf/Veuve,3,1962-05-10,77
Célibataire,3,1964-04-28,65
Veuf/Veuve,4,1989-11-05,74
Veuf/Veuve,2,1959-11-29,78
Célibataire,1,1962-12-19,64
Marié(e),5,1983-02-07,83
Célibataire,4,1957-06-22,60
Divorcé(e),3,1971-11-08,62
Célibataire,5,1993-11-18,78
Marié(e),4,1988-03-26,74
Célibataire,1,1963-10-25,67
Marié(e),1,1983-09-13,80
Marié(e),3,1973-07-06,84
Célibataire,0,1989-03-10,73
Célibataire,2,1955-05-23,63
Divorcé(e),1,1989-12-11,58
Divorcé(e),3,1958-12-24,61
Marié(e),4,1977-01-18,83
Divorcé(e),3,1982-10-02,61
Divorcé(e),3,1955-11-19,63
Veuf/Veuve,3,1979-11-30,73
Veuf/Veuve,2,1955-11-25,80
Veuf/Veuve,0,1995-04-05,72
Marié(e),0,1965-03-24,80
Marié(e),3,1960-12-06,81
Divorcé(e),1,1977-12-22,65
Veuf/Veuve,2,2003-01-28,74
Divorcé(e),4,1978-06-04,60
Célibataire,3,1973-02-05,61
Veuf/Veuve,1,1966-05-15,78
Célibataire,3,1997-12-02,71
Célibataire,1,1958-05-18,66
Marié(e),0,1961-01-04,81
Veuf/Veuve,4,1988-03-28,77
Marié(e),3,1958-08-25,85
Marié(e),1,1983-06-27,80
Célibataire,1,1985-08-03,64
Marié(e),2,1996-05-31,68
Célibataire,3,1989-01-21,72
Divorcé(e),4,1960-09-03,61
Marié(e),5,1972-05-26,80
Veuf/Veuve,0,1994-06-27,71
Marié(e),4,2002-05-20,68
Marié(e),1,1983-06-15,80
Célibataire,5,1960-10-22,66
Célibataire,4,1970-03-17,65
Divorcé(e),0,1967-11-02,60
Marié(e),0,1989-03-01,65
Célibataire,3,1965-09-12,63
Célibataire,4,2003-11-29,71
Célibataire,5,1997-09-15,79
